Date,Ship_Type,Route_Type,Engine_Type,Maintenance_Status,Speed_Over_Ground_knots,Engine_Power_kW,Distance_Traveled_nm,Draft_meters,Weather_Condition,Cargo_Weight_tons,Operational_Cost_USD,Revenue_per_Voyage_USD,Turnaround_Time_hours,Efficiency_nm_per_kWh,Seasonal_Impact_Score,Weekly_Voyage_Count,Average_Load_Percentage
12/17/2023,Tanker,Short-haul,Steam Turbine,Fair,10.92495556,2073.694728,803.8932469,6.499952835,Rough,1353.55477,297949.6392,78856.64585,64.07903806,0.665585777,0.872932782,7,70.58433957
12/24/2023,Fish Carrier,Short-haul,Heavy Fuel Oil (HFO),Fair,12.06804521,1625.00069,203.5045126,9.533687291,Rough,1996.6611,228088.5967,757141.6767,34.36297773,0.385655601,1.223286685,3,96.54402939
12/31/2023,Tanker,Short-haul,Diesel,Critical,12.83738259,2212.385613,1045.777873,13.25884633,Rough,1908.268472,115966.7148,960527.2357,68.06936801,0.222368745,0.865788389,5,98.17216758
1/7/2024,Container Ship,Short-haul,Diesel,Critical,21.54155342,1097.825817,507.092459,5.356472802,Calm,1248.093783,445286.5586,553051.0014,29.46760771,0.250658889,0.717556485,2,65.91950962
1/14/2024,Container Ship,Coastal,Diesel,Good,22.39074428,1360.195416,1889.556681,6.713454275,Moderate,1499.881294,278292.4378,933742.3736,58.08676061,1.113977961,0.78801679,6,74.94568671
1/21/2024,Fish Carrier,Coastal,Diesel,Critical,18.75394507,534.7910391,1809.769934,5.063586107,None,1580.03324,126607.2718,900331.9057,31.19972254,0.292464199,0.595343963,2,57.81442104
1/28/2024,Fish Carrier,Long-haul,Diesel,Critical,22.53121816,994.0679082,1324.918486,14.29495622,None,1764.394339,488014.6839,947163.6269,20.9741,1.30722396,1.133619351,1,75.01132498
2/4/2024,Bulk Carrier,Coastal,Diesel,Good,23.23113545,990.9944295,872.2901532,13.17073669,Rough,1282.599898,270078.9309,381140.4235,49.6503318,0.211375719,1.377264463,2,81.05425342
2/11/2024,Bulk Carrier,Transoceanic,None,Good,23.16254941,1031.033142,87.19641015,9.420664726,Rough,509.766169,412974.3855,322706.0017,71.01174429,1.373063034,1.03337374,7,93.4874527
2/18/2024,Tanker,Long-haul,Heavy Fuel Oil (HFO),Good,19.37909032,2371.646082,790.3400979,14.35074187,Moderate,840.1325966,441936.2653,467188.3865,47.58572061,0.393227205,1.019255172,4,57.80638555
2/25/2024,Bulk Carrier,Long-haul,Diesel,Critical,22.75164919,884.8435545,203.553005,11.18707772,Calm,1790.078272,307688.7993,596285.2483,32.13771957,1.339669512,0.820551065,6,65.32639396
3/3/2024,Container Ship,Coastal,Heavy Fuel Oil (HFO),Good,22.73430995,2261.898651,1096.490898,7.143937392,Moderate,227.1836064,73185.47239,622174.5963,63.8833377,1.060849071,0.586123563,9,94.13759753
3/10/2024,Container Ship,Short-haul,Heavy Fuel Oil (HFO),Fair,17.94854738,1681.534601,350.4683015,11.81547329,Rough,348.700913,283127.995,485075.493,16.33284413,0.372284908,0.812114395,1,88.3327194
3/17/2024,Container Ship,Short-haul,Diesel,Fair,24.38103089,1309.608964,842.6011286,10.63709573,Calm,675.4687101,80992.02149,940714.9638,50.65270057,1.071260094,1.182534266,8,80.3893923
3/24/2024,Container Ship,Coastal,Diesel,Critical,22.05902147,2029.978566,1088.044789,11.56165716,Calm,1400.842237,47178.50415,854895.2524,17.37435822,0.108502636,1.478807858,4,84.69244479
3/31/2024,Bulk Carrier,Coastal,Diesel,Fair,19.01605674,1085.758392,294.6375616,14.61454491,Moderate,1792.518506,385207.5483,531928.2148,68.36573586,1.115105621,1.440604189,2,75.49580649
4/7/2024,Tanker,Long-haul,Heavy Fuel Oil (HFO),Critical,18.08164831,585.1951395,72.61347968,10.73220119,Rough,71.42426982,157178.51,264282.7635,22.36070811,0.111358648,0.599731333,4,84.79452256
4/14/2024,Container Ship,Transoceanic,Heavy Fuel Oil (HFO),Critical,20.7078845,2647.540642,190.3658647,6.367842677,Moderate,1613.416117,311860.0251,591649.1919,53.04314995,1.089139256,0.989372534,3,55.11453008
4/21/2024,Container Ship,Short-haul,Diesel,Critical,11.28591344,847.7019451,1795.997964,6.776042818,Moderate,186.5768224,407743.5142,381948.276,55.75933674,1.18352005,0.500494309,9,78.00930943
4/28/2024,Tanker,Coastal,Steam Turbine,Critical,22.72033072,869.2677901,210.7479062,9.462868232,Calm,1886.902145,275649.9712,332684.1551,50.01783573,1.389082419,1.371764533,4,73.66370795
5/5/2024,Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Fair,13.85571334,1290.393,1531.719029,8.563354871,Calm,774.0199583,426874.2313,995661.6559,40.01406869,1.284465539,0.920360199,3,61.70955446
5/12/2024,Container Ship,Transoceanic,Diesel,Critical,22.02165101,1682.812325,658.64762,5.12558244,Moderate,476.7605986,299913.6351,617003.1664,46.51535172,0.251625144,0.821160411,9,85.81492013
5/19/2024,Tanker,Long-haul,Diesel,Good,15.08537116,2184.913964,1867.472833,11.50645694,Calm,1426.345292,370466.5922,520022.5218,32.49282394,1.363707146,1.279496626,9,58.1382362
5/26/2024,Tanker,None,Heavy Fuel Oil (HFO),Critical,22.66312886,1657.780739,1029.729566,12.12940069,Calm,254.9148735,260549.7267,142597.0862,13.63426603,1.34358459,1.05253299,8,77.68407486
6/2/2024,Fish Carrier,Short-haul,Heavy Fuel Oil (HFO),Critical,20.11810354,2650.936312,1376.305741,12.32976598,None,689.1122125,197494.3125,202009.6562,15.301743,1.257406622,1.211032407,8,79.65211258
6/9/2024,Tanker,Short-haul,Steam Turbine,Fair,11.21136824,1892.077597,173.8546814,11.72054704,Rough,418.8000485,171501.0607,530056.527,48.76004664,0.179941142,1.420982586,3,89.78673303
6/16/2024,Fish Carrier,Long-haul,Heavy Fuel Oil (HFO),Fair,21.61077423,1184.280634,372.2773807,14.17982168,Rough,865.0738123,12427.63786,455885.9031,71.68096687,1.294440152,0.818628642,3,52.3978899
6/23/2024,Fish Carrier,Long-haul,Steam Turbine,Critical,11.36410674,2499.937295,1133.164276,10.17875761,Calm,1763.717812,243780.2517,182427.1893,18.61078185,1.043810061,0.843203935,9,93.01092275
6/30/2024,Container Ship,Long-haul,Diesel,Good,17.23081832,829.6163913,824.7691331,8.37531819,Moderate,847.4180704,50516.73151,54166.69805,30.82071142,1.111578316,0.679870953,7,79.87104756
6/4/2023,Container Ship,Coastal,Diesel,Critical,17.56599563,2813.322842,1923.780174,12.32373379,Moderate,1471.709467,402459.2865,700236.4102,22.60329567,1.170774224,0.831313959,4,52.96557519
6/11/2023,Tanker,Long-haul,Heavy Fuel Oil (HFO),Good,23.60754626,1537.155008,307.0678067,7.038043318,Calm,1937.933172,72545.92011,341953.8568,23.06993452,1.458660896,0.92636629,1,87.37824417
6/18/2023,Fish Carrier,Transoceanic,Steam Turbine,Fair,21.0304626,1934.062544,1033.814919,6.774868913,Rough,325.2282018,273943.3563,78755.97527,28.47185198,0.956230559,0.856833226,3,77.18148619
6/25/2023,Tanker,Long-haul,Steam Turbine,Critical,14.43417284,1432.621848,143.1855118,14.90647936,Calm,1560.428172,161981.7525,933936.2542,61.38257528,1.102164157,0.962068869,8,61.38945436
7/2/2023,Container Ship,Long-haul,Heavy Fuel Oil (HFO),Critical,19.25727778,940.2118701,1288.515292,10.21228862,Rough,1089.24246,133184.2943,424695.789,12.61493574,0.386189133,0.726744068,8,79.07522772
7/9/2023,Fish Carrier,Short-haul,Heavy Fuel Oil (HFO),Critical,23.85716205,1779.572349,1744.345707,13.91037703,Rough,1470.703398,204876.3785,377819.8877,31.91905992,1.217081154,0.716183915,6,85.93538362
7/16/2023,Container Ship,Short-haul,None,Good,13.76247285,2693.634178,76.81853583,13.15425539,Moderate,1939.289859,181705.4612,479731.2436,52.90997369,1.353572026,0.666539177,4,69.10186336
7/23/2023,Tanker,Short-haul,Steam Turbine,Critical,19.29692773,818.2715961,1781.648347,12.72302118,Rough,1037.540445,196538.9722,823727.8345,66.15636765,1.206489972,0.994865032,2,70.44328889
7/30/2023,Tanker,Coastal,Diesel,Good,19.87478613,892.0089504,1364.927891,12.09050952,Calm,1423.351676,103476.272,504897.045,58.65862897,0.657489269,0.800839816,7,89.89756804
8/6/2023,Tanker,Short-haul,Heavy Fuel Oil (HFO),Critical,17.45313586,2521.816659,1955.862334,10.36786818,Moderate,125.6650253,313967.1596,232422.2739,35.66953727,0.909494438,0.728368519,6,59.25490706
8/13/2023,Fish Carrier,Long-haul,Steam Turbine,Critical,17.30228227,1471.815146,143.3608271,14.45673939,Calm,159.7014769,35043.76845,141088.6859,44.7708061,1.362661042,1.490196466,7,94.21873181
8/20/2023,Fish Carrier,Short-haul,Steam Turbine,Critical,22.8531037,893.4271201,1822.020107,5.157222965,Moderate,495.8422388,438530.9679,397547.8385,31.51736348,1.147229048,1.285404035,8,92.72794362
8/27/2023,Bulk Carrier,Long-haul,Steam Turbine,Good,10.13614759,1413.987663,492.3348924,13.16412675,Rough,624.0609931,427354.193,93533.65028,50.17430611,0.533240694,0.653981708,6,78.74226219
9/3/2023,Tanker,Transoceanic,Heavy Fuel Oil (HFO),Fair,18.06087432,2894.649318,819.54242,5.073915566,Calm,776.2977211,386014.1365,86261.13601,44.75815284,0.615772994,1.478073817,7,79.89100529
9/10/2023,Bulk Carrier,Coastal,Steam Turbine,None,22.70869694,1512.119944,771.3405941,9.854360072,None,1580.102383,226899.2061,286758.2586,39.56307461,0.851402319,0.808690203,9,90.61943999
9/17/2023,Tanker,Long-haul,Heavy Fuel Oil (HFO),Fair,12.35433071,2281.872136,701.3920595,14.45435094,Rough,368.5911315,389626.208,765014.3514,25.15920717,0.504986546,1.04440578,1,87.01573466
